state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
New Hampshire,2020-04-19,-37,-23,82,-45,-33,9
New Hampshire,2020-04-20,-32,-18,47,-49,-47,19
New Hampshire,2020-04-21,-38,-17,-5,-49,-48,21
New Hampshire,2020-04-22,-35,-15,-5,-51,-48,21
New Hampshire,2020-04-23,-33,-12,68,-43,-46,20
New Hampshire,2020-04-24,-39,-17,-2,-57,-46,23
New Hampshire,2020-04-25,-37,-17,90,-39,-33,10
New Hampshire,2020-04-26,-41,-25,-15,-58,-35,11
New Hampshire,2020-04-27,-37,-21,-33,-55,-47,21
New Hampshire,2020-04-28,-30,-10,40,-43,-47,14
New Hampshire,2020-04-29,-26,-9,75,-37,-47,19
New Hampshire,2020-04-30,-35,-13,-10,-42,-46,21
New Hampshire,2020-05-01,-35,-12,3,-49,-46,23
New Hampshire,2020-05-02,-32,-11,80,-33,-30,9
New Hampshire,2020-05-03,-25,-13,106,-35,-29,6
New Hampshire,2020-05-04,-22,-9,52,-39,-44,17
New Hampshire,2020-05-05,-22,1,57,-33,-44,18
New Hampshire,2020-05-06,-24,-5,56,-35,-44,18
New Hampshire,2020-05-07,-25,-3,91,-33,-43,18
New Hampshire,2020-05-08,-30,-4,43,-42,-43,20
New Hampshire,2020-05-09,-36,-4,-27,-45,-30,12
New Jersey,2020-02-15,3,-3,5,2,1,0
New Jersey,2020-02-16,4,-4,20,0,0,0
New Jersey,2020-02-17,14,1,63,-15,-36,8
New Jersey,2020-02-18,1,0,5,2,-1,1
New Jersey,2020-02-19,2,0,16,2,1,0
New Jersey,2020-02-20,1,-1,2,1,0,0
New Jersey,2020-02-21,-1,-3,-2,0,2,1
New Jersey,2020-02-22,7,1,59,6,4,-1
New Jersey,2020-02-23,6,2,104,5,2,-1
New Jersey,2020-02-24,1,0,46,1,3,0
New Jersey,2020-02-25,-1,-3,-9,-1,2,0
New Jersey,2020-02-26,3,1,0,2,2,0
New Jersey,2020-02-27,2,1,2,2,1,0
New Jersey,2020-02-28,2,1,2,2,3,0
New Jersey,2020-02-29,7,2,9,2,4,-1
New Jersey,2020-03-01,8,4,28,3,2,-1
New Jersey,2020-03-02,6,5,53,1,3,-1
New Jersey,2020-03-03,4,6,10,2,3,0
New Jersey,2020-03-04,8,7,36,2,2,-1
New Jersey,2020-03-05,7,9,39,3,2,-1
New Jersey,2020-03-06,-2,0,-6,-3,2,2
New Jersey,2020-03-07,9,9,45,2,6,-1
New Jersey,2020-03-08,8,6,116,2,2,0
New Jersey,2020-03-09,8,8,121,-4,1,0
New Jersey,2020-03-10,5,10,34,-7,-2,1
New Jersey,2020-03-11,6,12,48,-8,-3,1
New Jersey,2020-03-12,5,25,19,-14,-5,3
New Jersey,2020-03-13,-1,27,39,-20,-9,6
New Jersey,2020-03-14,-7,16,87,-16,-2,4
New Jersey,2020-03-15,-14,6,79,-24,-8,5
New Jersey,2020-03-16,-10,18,9,-35,-25,11
New Jersey,2020-03-17,-27,4,9,-41,-35,16
New Jersey,2020-03-18,-30,1,46,-43,-39,17
New Jersey,2020-03-19,-35,-3,0,-50,-43,21
New Jersey,2020-03-20,-35,4,51,-49,-44,21
New Jersey,2020-03-21,-42,-1,51,-48,-30,14
New Jersey,2020-03-22,-57,-31,-3,-61,-38,15
New Jersey,2020-03-23,-56,-34,-55,-67,-55,26
New Jersey,2020-03-24,-46,-18,32,-60,-55,24
New Jersey,2020-03-25,-51,-27,-32,-65,-57,27
New Jersey,2020-03-26,-46,-19,52,-62,-57,26
New Jersey,2020-03-27,-48,-21,42,-63,-56,27
New Jersey,2020-03-28,-59,-32,-47,-67,-44,19
New Jersey,2020-03-29,-59,-33,-36,-70,-44,16
New Jersey,2020-03-30,-49,-25,-11,-66,-58,26
New Jersey,2020-03-31,-49,-24,-21,-67,-60,27
New Jersey,2020-04-01,-47,-21,13,-65,-60,27
New Jersey,2020-04-02,-51,-15,3,-67,-61,28
New Jersey,2020-04-03,-62,0,-30,-67,-60,30
New Jersey,2020-04-04,-64,-2,21,-62,-45,18
New Jersey,2020-04-05,-66,-11,26,-67,-45,16
New Jersey,2020-04-06,-58,-2,38,-65,-61,26
New Jersey,2020-04-07,-57,-5,22,-66,-62,27
New Jersey,2020-04-08,-58,-7,-10,-67,-63,28
New Jersey,2020-04-09,-61,-8,-34,-70,-64,30
New Jersey,2020-04-10,-62,-8,-43,-72,-68,33
New Jersey,2020-04-11,-61,-3,-12,-65,-47,18
New Jersey,2020-04-12,-76,-48,-19,-72,-52,16
New Jersey,2020-04-13,-70,-40,-54,-76,-64,30
New Jersey,2020-04-14,-58,-19,-12,-67,-61,27
New Jersey,2020-04-15,-56,-20,-17,-67,-61,27
New Jersey,2020-04-16,-58,-20,-24,-68,-62,28
New Jersey,2020-04-17,-59,-22,-31,-68,-60,30
New Jersey,2020-04-18,-64,-27,-43,-68,-44,19
New Jersey,2020-04-19,-62,-28,1,-67,-42,15
New Jersey,2020-04-20,-58,-24,-18,-67,-59,26
New Jersey,2020-04-21,-60,-25,-33,-69,-60,27
New Jersey,2020-04-22,-56,-20,-18,-66,-59,26
New Jersey,2020-04-23,-58,-21,-23,-67,-59,27
New Jersey,2020-04-24,-62,-27,-50,-71,-59,31
New Jersey,2020-04-25,-57,-19,26,-58,-39,15
New Jersey,2020-04-26,-67,-35,-59,-73,-44,16
New Jersey,2020-04-27,-57,-23,-31,-67,-57,26
New Jersey,2020-04-28,-51,-15,25,-61,-58,19
New Jersey,2020-04-29,-54,-20,-21,-64,-58,26
New Jersey,2020-04-30,-56,-23,-38,-67,-59,28
New Jersey,2020-05-01,-53,-17,-15,-64,-56,27
New Jersey,2020-05-02,-50,-13,122,-52,-36,13
New Jersey,2020-05-03,-52,-19,93,-60,-36,12
New Jersey,2020-05-04,-47,-15,32,-62,-55,23
New Jersey,2020-05-05,-46,-10,31,-60,-55,23
New Jersey,2020-05-06,-52,-19,-21,-64,-56,25
New Jersey,2020-05-07,-47,-10,65,-60,-55,23
New Jersey,2020-05-08,-53,-15,-22,-64,-54,27
New Jersey,2020-05-09,-50,-5,5,-58,-34,15
New Mexico,2020-02-15,5,8,21,2,0,-1
New Mexico,2020-02-16,10,9,33,7,1,-1
New Mexico,2020-02-17,8,6,35,7,-26,4
New Mexico,2020-02-18,4,6,15,4,3,-1
New Mexico,2020-02-19,2,4,5,3,3,0
New Mexico,2020-02-20,4,4,8,5,1,0
New Mexico,2020-02-21,3,6,0,3,5,-1
New Mexico,2020-02-22,2,3,-9,-1,0,0
New Mexico,2020-02-23,2,1,-25,1,1,1
New Mexico,2020-02-24,4,5,9,5,3,-1
New Mexico,2020-02-25,4,3,-3,4,3,0
New Mexico,2020-02-26,12,9,6,6,3,-1
New Mexico,2020-02-27,13,10,24,11,1,-1
New Mexico,2020-02-28,12,14,15,9,5,-3
New Mexico,2020-02-29,12,13,26,7,3,-3
New Mexico,2020-03-01,17,15,17,11,4,-2
New Mexico,2020-03-02,12,13,19,9,4,-2
New Mexico,2020-03-03,14,15,11,8,3,-1
New Mexico,2020-03-04,13,13,20,7,3,-1
New Mexico,2020-03-05,12,13,32,8,2,-1
New Mexico,2020-03-06,8,12,21,8,5,-2
New Mexico,2020-03-07,10,14,37,12,3,-3
New Mexico,2020-03-08,9,9,-4,9,2,0
New Mexico,2020-03-09,12,15,47,10,2,-2
New Mexico,2020-03-10,12,14,35,9,1,-1
New Mexico,2020-03-11,12,21,30,8,1,-1
New Mexico,2020-03-12,13,37,28,10,-4,0
New Mexico,2020-03-13,1,39,-13,3,-6,3
New Mexico,2020-03-14,-5,24,20,8,-2,2
New Mexico,2020-03-15,-7,16,19,6,-5,3
New Mexico,2020-03-16,-2,25,36,4,-20,5
New Mexico,2020-03-17,-11,22,13,3,-25,9
New Mexico,2020-03-18,-15,19,-7,-2,-28,11
New Mexico,2020-03-19,-24,17,-2,-6,-33,13
New Mexico,2020-03-20,-28,15,-2,-10,-31,13
New Mexico,2020-03-21,-37,3,-9,-10,-23,10
New Mexico,2020-03-22,-36,-3,10,-16,-26,8
New Mexico,2020-03-23,-26,12,4,-20,-36,13
New Mexico,2020-03-24,-39,-7,5,-19,-43,17
New Mexico,2020-03-25,-41,-12,-6,-23,-44,18
New Mexico,2020-03-26,-41,-15,-18,-26,-47,19
New Mexico,2020-03-27,-43,-13,-28,-33,-44,19
New Mexico,2020-03-28,-47,-18,-28,-29,-33,14
New Mexico,2020-03-29,-44,-18,-12,-31,-34,11
New Mexico,2020-03-30,-37,-12,-9,-30,-45,16
New Mexico,2020-03-31,-34,-8,7,-22,-45,17
New Mexico,2020-04-01,-33,-5,-3,-24,-46,18
New Mexico,2020-04-02,-34,-6,2,-26,-47,19
New Mexico,2020-04-03,-35,-2,-8,-30,-44,18
New Mexico,2020-04-04,-44,-12,-18,-31,-34,13
New Mexico,2020-04-05,-41,-11,-7,-33,-35,10
New Mexico,2020-04-06,-34,-7,1,-30,-45,16
New Mexico,2020-04-07,-36,-7,2,-26,-47,18
New Mexico,2020-04-08,-37,-10,0,-28,-47,18
New Mexico,2020-04-09,-36,-7,1,-31,-48,19
New Mexico,2020-04-10,-39,-5,-11,-35,-51,20
New Mexico,2020-04-11,-46,-10,-22,-36,-36,14
New Mexico,2020-04-12,-60,-36,-39,-42,-40,11
New Mexico,2020-04-13,-44,-19,-42,-40,-49,19
New Mexico,2020-04-14,-37,-11,-19,-30,-46,19
New Mexico,2020-04-15,-28,-5,-9,-26,-45,17
New Mexico,2020-04-16,-31,-7,-2,-26,-46,18
New Mexico,2020-04-17,-35,-8,-10,-30,-43,18
New Mexico,2020-04-18,-42,-14,-22,-31,-32,13
New Mexico,2020-04-19,-37,-13,-10,-34,-32,10
New Mexico,2020-04-20,-30,-9,1,-30,-45,16
New Mexico,2020-04-21,-30,-6,-3,-26,-45,17
New Mexico,2020-04-22,-31,-7,-6,-26,-45,18
New Mexico,2020-04-23,-30,-6,1,-26,-46,18
New Mexico,2020-04-24,-33,-3,-7,-29,-43,17
New Mexico,2020-04-25,-38,-9,-5,-28,-32,11
New Mexico,2020-04-26,-34,-10,-3,-32,-32,9
New Mexico,2020-04-27,-27,-5,2,-27,-44,16
New Mexico,2020-04-28,-27,-3,4,-23,-45,10
New Mexico,2020-04-29,-26,-2,3,-23,-44,16
New Mexico,2020-04-30,-25,0,9,-22,-45,17
New Mexico,2020-05-01,-27,5,3,-22,-41,15
New Mexico,2020-05-02,-35,-3,-1,-24,-30,10
New Mexico,2020-05-03,-30,-2,6,-25,-28,8
New Mexico,2020-05-04,-23,2,5,-22,-42,14
New Mexico,2020-05-05,-23,7,11,-18,-43,15
New Mexico,2020-05-06,-26,2,11,-20,-42,16
New Mexico,2020-05-07,-26,4,16,-18,-44,16
New Mexico,2020-05-08,-28,7,7,-21,-40,15
New Mexico,2020-05-09,-32,10,5,-20,-27,9
New York,2020-02-15,3,-4,-2,-4,1,0
New York,2020-02-16,7,-3,13,0,0,-1
New York,2020-02-17,7,-2,23,-22,-37,9
New York,2020-02-18,-2,-5,-4,-5,-10,3
New York,2020-02-19,3,-2,11,-3,-9,2
New York,2020-02-20,2,-3,0,-3,-9,2
New York,2020-02-21,-1,-5,-8,-6,-9,3
New York,2020-02-22,8,0,29,3,4,-1
New York,2020-02-23,9,2,54,3,3,-1
New York,2020-02-24,3,0,25,-1,4,0
New York,2020-02-25,-1,-2,-1,-1,3,0
New York,2020-02-26,4,3,-1,0,3,0
New York,2020-02-27,-1,-2,-4,0,0,1
New York,2020-02-28,1,0,-9,0,3,1
New York,2020-02-29,7,1,-5,-1,4,0
New York,2020-03-01,10,5,9,0,3,-1
New York,2020-03-02,6,5,16,-1,4,0
New York,2020-03-03,4,6,6,0,4,0
New York,2020-03-04,7,8,16,0,3,0
New York,2020-03-05,8,9,21,0,4,-1
New York,2020-03-06,-1,0,-11,-3,3,1
New York,2020-03-07,10,8,17,0,6,-1
New York,2020-03-08,10,7,61,0,2,-1
New York,2020-03-09,7,8,62,-4,1,0
New York,2020-03-10,1,7,14,-7,-1,1
New York,2020-03-11,3,11,20,-8,-1,1
New York,2020-03-12,1,27,6,-13,-3,2
New York,2020-03-13,-6,28,1,-19,-8,5
New York,2020-03-14,-9,21,20,-20,-2,4
New York,2020-03-15,-14,14,28,-25,-7,4
New York,2020-03-16,-15,24,-10,-36,-25,10
New York,2020-03-17,-31,13,-16,-42,-32,14
New York,2020-03-18,-33,10,7,-44,-36,16
New York,2020-03-19,-39,2,-16,-50,-40,18
New York,2020-03-20,-40,8,-9,-50,-43,20
New York,2020-03-21,-46,0,-1,-50,-30,13
New York,2020-03-22,-54,-19,-15,-59,-36,13
New York,2020-03-23,-62,-37,-64,-69,-57,26
New York,2020-03-24,-53,-18,-16,-63,-56,25
New York,2020-03-25,-56,-23,-38,-66,-57,26
New York,2020-03-26,-52,-18,1,-64,-57,25
New York,2020-03-27,-54,-20,-7,-64,-57,27
New York,2020-03-28,-61,-28,-52,-67,-45,18
New York,2020-03-29,-62,-32,-47,-68,-46,16
New York,2020-03-30,-55,-26,-40,-69,-60,26
New York,2020-03-31,-55,-24,-36,-69,-61,26
New York,2020-04-01,-52,-18,-13,-67,-61,26
New York,2020-04-02,-54,-20,-26,-69,-62,27
New York,2020-04-03,-57,-22,-56,-70,-62,30
New York,2020-04-04,-58,-21,-5,-65,-47,18
New York,2020-04-05,-59,-28,-11,-68,-47,15
New York,2020-04-06,-53,-21,-3,-69,-62,26
New York,2020-04-07,-60,-11,-6,-69,-63,26
New York,2020-04-08,-62,-12,-23,-70,-63,27
New York,2020-04-09,-65,-15,-46,-73,-65,29
New York,2020-04-10,-65,-13,-53,-72,-66,32
New York,2020-04-11,-62,-4,-12,-65,-48,18
New York,2020-04-12,-75,-44,-10,-68,-51,15
New York,2020-04-13,-70,-39,-59,-76,-64,29
New York,2020-04-14,-60,-19,-15,-68,-61,26
New York,2020-04-15,-59,-20,-25,-69,-61,27
New York,2020-04-16,-61,-20,-35,-70,-61,27
New York,2020-04-17,-62,-22,-43,-68,-60,29
New York,2020-04-18,-65,-25,-40,-67,-45,18
New York,2020-04-19,-62,-26,11,-64,-43,14
New York,2020-04-20,-59,-23,-19,-68,-59,25
New York,2020-04-21,-63,-27,-43,-71,-60,27
New York,2020-04-22,-60,-19,-28,-68,-59,26
New York,2020-04-23,-60,-20,-32,-69,-59,26
New York,2020-04-24,-63,-25,-50,-70,-59,29
New York,2020-04-25,-57,-15,45,-58,-41,14
New York,2020-04-26,-66,-33,-58,-70,-44,15
New York,2020-04-27,-59,-23,-37,-68,-58,25
New York,2020-04-28,-54,-15,22,-64,-57,18
New York,2020-04-29,-56,-19,-27,-67,-58,25
New York,2020-04-30,-58,-21,-45,-69,-58,26
New York,2020-05-01,-55,-15,-28,-64,-56,26
New York,2020-05-02,-51,-10,63,-54,-38,13
New York,2020-05-03,-50,-16,71,-57,-36,10
New York,2020-05-04,-51,-17,-11,-64,-55,23
New York,2020-05-05,-49,-9,4,-63,-55,22
New York,2020-05-06,-54,-16,-30,-65,-55,24
New York,2020-05-07,-50,-8,16,-62,-55,22
New York,2020-05-08,-55,-14,-40,-65,-54,25
New York,2020-05-09,-53,-6,-29,-59,-37,15
North Carolina,2020-02-15,6,-1,23,4,-1,-1
North Carolina,2020-02-16,3,-3,-5,-1,-1,0
North Carolina,2020-02-17,5,2,46,6,-11,2
North Carolina,2020-02-18,1,0,14,6,1,0
North Carolina,2020-02-19,2,4,-9,3,2,0
North Carolina,2020-02-20,-10,5,-31,-7,-6,7
North Carolina,2020-02-21,-8,-14,-13,-5,-19,9
North Carolina,2020-02-22,3,-4,30,4,3,0
North Carolina,2020-02-23,3,-3,24,4,2,0
North Carolina,2020-02-24,-1,-3,-3,3,3,0
North Carolina,2020-02-25,5,0,17,4,3,0
North Carolina,2020-02-26,9,1,11,7,3,-2
North Carolina,2020-02-27,11,3,6,9,2,-1
North Carolina,2020-02-28,12,4,20,13,3,-2
North Carolina,2020-02-29,13,3,26,13,2,-2
North Carolina,2020-03-01,14,5,22,11,2,-2
North Carolina,2020-03-02,10,6,31,7,3,-2
North Carolina,2020-03-03,13,9,24,3,2,0
North Carolina,2020-03-04,9,5,14,3,2,-1
North Carolina,2020-03-05,6,4,-4,2,1,0
North Carolina,2020-03-06,6,2,19,6,2,-1
North Carolina,2020-03-07,9,4,49,8,2,-2
North Carolina,2020-03-08,9,4,41,8,0,-1
North Carolina,2020-03-09,8,7,65,4,0,-1
North Carolina,2020-03-10,7,7,37,1,1,0
North Carolina,2020-03-11,8,7,51,2,0,-1
North Carolina,2020-03-12,9,18,44,-1,-2,0
North Carolina,2020-03-13,5,24,37,-4,-3,0
North Carolina,2020-03-14,-1,17,57,-4,0,1
North Carolina,2020-03-15,-8,13,-3,-14,-9,3
North Carolina,2020-03-16,-4,21,22,-15,-15,5
North Carolina,2020-03-17,-13,19,14,-18,-20,9
North Carolina,2020-03-18,-22,9,28,-23,-25,10
North Carolina,2020-03-19,-23,10,42,-28,-27,11
North Carolina,2020-03-20,-25,10,63,-29,-28,11
North Carolina,2020-03-21,-32,2,45,-29,-19,8
North Carolina,2020-03-22,-39,-10,-7,-42,-29,9
North Carolina,2020-03-23,-32,-5,-17,-41,-33,14
North Carolina,2020-03-24,-31,-4,-8,-38,-34,15
North Carolina,2020-03-25,-28,-1,5,-39,-36,15
North Carolina,2020-03-26,-35,-7,11,-43,-38,16
North Carolina,2020-03-27,-35,-6,38,-45,-39,16
North Carolina,2020-03-28,-40,-10,38,-44,-29,10
North Carolina,2020-03-29,-40,-15,13,-51,-35,10
North Carolina,2020-03-30,-34,-10,23,-45,-41,15
North Carolina,2020-03-31,-40,-17,-18,-46,-44,19
North Carolina,2020-04-01,-38,-13,-14,-45,-45,18
North Carolina,2020-04-02,-37,-11,7,-47,-45,18
North Carolina,2020-04-03,-34,-5,26,-46,-44,17
North Carolina,2020-04-04,-41,-11,21,-48,-32,12
North Carolina,2020-04-05,-43,-14,5,-55,-38,11
North Carolina,2020-04-06,-36,-10,22,-46,-44,16
North Carolina,2020-04-07,-36,-9,24,-44,-45,18
North Carolina,2020-04-08,-36,-10,15,-44,-46,17
North Carolina,2020-04-09,-35,-5,11,-47,-47,18
North Carolina,2020-04-10,-36,-6,12,-52,-57,21
North Carolina,2020-04-11,-40,-5,20,-49,-35,11
North Carolina,2020-04-12,-61,-32,-35,-61,-44,12
North Carolina,2020-04-13,-39,-17,1,-51,-49,18
North Carolina,2020-04-14,-33,-10,31,-42,-44,17
North Carolina,2020-04-15,-28,-7,-6,-44,-45,17
North Carolina,2020-04-16,-29,-6,12,-45,-44,17
North Carolina,2020-04-17,-31,-8,32,-45,-43,17
North Carolina,2020-04-18,-36,-10,10,-45,-30,11
North Carolina,2020-04-19,-38,-15,-10,-54,-36,10
North Carolina,2020-04-20,-34,-14,-11,-50,-44,18
North Carolina,2020-04-21,-29,-7,29,-41,-43,16
North Carolina,2020-04-22,-29,-8,22,-42,-44,16
North Carolina,2020-04-23,-36,-12,-30,-50,-45,20
North Carolina,2020-04-24,-31,-8,33,-44,-43,17
North Carolina,2020-04-25,-37,-10,3,-46,-30,11
North Carolina,2020-04-26,-35,-11,10,-50,-35,9
North Carolina,2020-04-27,-25,-6,28,-42,-41,15
North Carolina,2020-04-28,-24,-3,38,-38,-42,10
North Carolina,2020-04-29,-25,-4,12,-40,-43,16
North Carolina,2020-04-30,-29,-7,-17,-45,-44,18
North Carolina,2020-05-01,-23,0,31,-39,-41,15
North Carolina,2020-05-02,-27,-1,57,-35,-26,8
North Carolina,2020-05-03,-27,-3,39,-42,-30,7
North Carolina,2020-05-04,-20,-1,44,-37,-40,13
North Carolina,2020-05-05,-22,1,10,-37,-40,15
North Carolina,2020-05-06,-24,-2,11,-36,-41,15
North Carolina,2020-05-07,-22,2,29,-37,-40,15
North Carolina,2020-05-08,-25,-1,14,-38,-40,15
North Carolina,2020-05-09,-22,11,40,-30,-24,7
North Dakota,2020-02-15,7,-2,-1,5,1,-1
North Dakota,2020-02-16,9,0,10,4,1,-1
North Dakota,2020-02-17,9,-3,4,1,-21,5
North Dakota,2020-02-18,-2,-4,-5,6,-1,1
North Dakota,2020-02-19,0,-4,-5,9,1,1
North Dakota,2020-02-20,4,-1,7,5,1,0
North Dakota,2020-02-21,4,-2,12,7,4,0
North Dakota,2020-02-22,12,4,30,9,4,-2
North Dakota,2020-02-23,11,7,17,11,3,-2
North Dakota,2020-02-24,1,-3,6,-3,4,0
North Dakota,2020-02-25,1,-3,-2,4,2,0
North Dakota,2020-02-26,7,0,10,7,2,-1
North Dakota,2020-02-27,8,-1,9,5,2,0
North Dakota,2020-02-28,8,0,13,9,5,0
North Dakota,2020-02-29,12,11,22,11,5,-2
North Dakota,2020-03-01,12,9,-1,7,4,-1
North Dakota,2020-03-02,6,1,7,2,4,-1
North Dakota,2020-03-03,6,4,13,3,2,0
North Dakota,2020-03-04,7,1,9,7,2,-1
North Dakota,2020-03-05,6,1,15,5,2,0
North Dakota,2020-03-06,7,0,21,6,3,0
North Dakota,2020-03-07,15,8,47,10,5,-2
North Dakota,2020-03-08,10,4,4,9,3,-1
North Dakota,2020-03-09,5,2,15,1,4,0
North Dakota,2020-03-10,5,6,10,6,2,0
North Dakota,2020-03-11,8,10,21,12,2,-1
North Dakota,2020-03-12,9,20,5,4,-1,0
North Dakota,2020-03-13,3,19,5,4,-2,2
North Dakota,2020-03-14,-2,15,-14,-6,2,3
North Dakota,2020-03-15,-8,13,-13,-7,-1,3
North Dakota,2020-03-16,-4,26,-16,-8,-13,6
North Dakota,2020-03-17,-10,21,2,-2,-15,7
North Dakota,2020-03-18,-19,18,-8,-7,-19,10
North Dakota,2020-03-19,-30,11,-21,-17,-24,14
North Dakota,2020-03-20,-40,10,-15,-19,-25,17
North Dakota,2020-03-21,-52,-4,-15,-29,-19,13
North Dakota,2020-03-22,-49,-11,25,-30,-23,9
North Dakota,2020-03-23,-37,-6,19,-24,-27,13
North Dakota,2020-03-24,-41,-9,4,-18,-30,16
North Dakota,2020-03-25,-39,-9,2,-22,-31,16
North Dakota,2020-03-26,-38,-7,18,-24,-32,16
North Dakota,2020-03-27,-40,-7,32,-25,-30,19
North Dakota,2020-03-28,-48,-9,38,-32,-22,12
North Dakota,2020-03-29,-44,-13,73,-36,-24,9
North Dakota,2020-03-30,-37,-12,36,-29,-32,15
North Dakota,2020-03-31,-40,-10,4,-25,-34,17
North Dakota,2020-04-01,-41,-8,-23,-30,-36,18
North Dakota,2020-04-02,-55,-24,-42,-42,-40,22
North Dakota,2020-04-03,-49,-12,-27,-35,-38,24
North Dakota,2020-04-04,-53,-8,-27,-39,-26,15
North Dakota,2020-04-05,-50,-15,-2,-44,-28,11
North Dakota,2020-04-06,-40,-11,16,-33,-35,17
North Dakota,2020-04-07,-40,-8,21,-29,-37,18
North Dakota,2020-04-08,-42,-12,-17,-30,-38,18
North Dakota,2020-04-09,-40,-8,-4,-34,-38,19
North Dakota,2020-04-10,-40,-5,33,-34,-45,23
North Dakota,2020-04-11,-48,1,-18,-43,-28,15
North Dakota,2020-04-12,-69,-60,-26,-49,-40,12
North Dakota,2020-04-13,-44,-19,-31,-40,-38,19
North Dakota,2020-04-14,-44,-15,-20,-34,-36,19
North Dakota,2020-04-15,-33,-7,1,-27,-36,17
North Dakota,2020-04-16,-35,-10,7,-31,-36,18
North Dakota,2020-04-17,-38,-10,22,-30,-34,20
North Dakota,2020-04-18,-43,-10,12,-36,-23,13
North Dakota,2020-04-19,-38,-12,51,-39,-26,9
North Dakota,2020-04-20,-34,-15,11,-33,-34,16
North Dakota,2020-04-21,-34,-11,44,-25,-36,17
North Dakota,2020-04-22,-32,-9,74,-22,-36,15
North Dakota,2020-04-23,-33,-10,34,-28,-36,17
North Dakota,2020-04-24,-35,-10,50,-26,-34,18
North Dakota,2020-04-25,-39,-6,52,-30,-23,10
North Dakota,2020-04-26,-33,-8,84,-33,-26,7
North Dakota,2020-04-27,-26,-9,56,-27,-34,14
North Dakota,2020-04-28,-29,-9,5,-23,-35,11
North Dakota,2020-04-29,-26,-5,74,-17,-35,14
North Dakota,2020-04-30,-24,-2,72,-19,-34,14
North Dakota,2020-05-01,-22,-3,42,-18,-31,15
North Dakota,2020-05-02,-27,0,85,-22,-17,7
North Dakota,2020-05-03,-20,-3,64,-27,-19,5
North Dakota,2020-05-04,-18,-5,5,-23,-30,14
North Dakota,2020-05-05,-16,-1,11,-20,-32,15
North Dakota,2020-05-06,-15,0,77,-15,-31,12
North Dakota,2020-05-07,-16,-1,39,-20,-31,14
North Dakota,2020-05-08,-19,-1,58,-18,-29,14
North Dakota,2020-05-09,-26,5,-24,-28,-17,11
Ohio,2020-02-15,5,0,15,1,0,0
Ohio,2020-02-16,6,1,25,0,1,-1
Ohio,2020-02-17,5,-2,9,-1,-19,5
Ohio,2020-02-18,0,-1,6,3,2,0
Ohio,2020-02-19,3,0,14,3,2,0
Ohio,2020-02-20,2,0,2,2,2,0
Ohio,2020-02-21,2,-2,19,6,3,0
Ohio,2020-02-22,9,4,68,8,3,-2
Ohio,2020-02-23,7,3,77,6,3,-1
Ohio,2020-02-24,2,-1,0,2,3,1
Ohio,2020-02-25,4,0,2,4,2,0
Ohio,2020-02-26,6,2,-3,3,1,0
Ohio,2020-02-27,2,0,-6,2,-3,2
Ohio,2020-02-28,4,1,7,7,1,0
Ohio,2020-02-29,11,5,13,7,2,-2
Ohio,2020-03-01,17,10,68,11,4,-2
Ohio,2020-03-02,7,3,-7,2,2,0
Ohio,2020-03-03,12,8,23,7,2,-1
Ohio,2020-03-04,12,7,29,7,2,-1
Ohio,2020-03-05,11,8,51,8,2,-1
Ohio,2020-03-06,2,-3,9,5,2,0
Ohio,2020-03-07,13,7,68,13,4,-2
Ohio,2020-03-08,15,9,187,14,2,-2
Ohio,2020-03-09,9,7,78,7,1,0
Ohio,2020-03-10,5,6,13,2,0,0
Ohio,2020-03-11,8,11,25,4,0,0
Ohio,2020-03-12,9,32,50,2,-1,0
Ohio,2020-03-13,-1,21,46,1,-4,2
Ohio,2020-03-14,-12,11,9,-4,-3,4
Ohio,2020-03-15,-9,17,46,-6,-7,3
Ohio,2020-03-16,-16,26,16,-9,-18,7
Ohio,2020-03-17,-25,11,27,-10,-25,10
Ohio,2020-03-18,-29,5,2,-15,-28,12
Ohio,2020-03-19,-32,8,14,-19,-31,14
Ohio,2020-03-20,-35,0,47,-19,-34,16
Ohio,2020-03-21,-44,-7,4,-22,-25,11
Ohio,2020-03-22,-38,0,62,-26,-28,8
Ohio,2020-03-23,-33,-1,-2,-26,-39,16
Ohio,2020-03-24,-51,-26,11,-31,-47,20
Ohio,2020-03-25,-43,-18,101,-27,-48,19
Ohio,2020-03-26,-42,-15,103,-29,-48,20
Ohio,2020-03-27,-46,-20,26,-33,-48,22
Ohio,2020-03-28,-50,-21,29,-34,-35,14
Ohio,2020-03-29,-43,-19,117,-33,-35,10
Ohio,2020-03-30,-41,-18,4,-32,-48,19
Ohio,2020-03-31,-41,-16,7,-28,-49,20
Ohio,2020-04-01,-37,-9,25,-27,-49,20
Ohio,2020-04-02,-37,-7,87,-28,-49,20
Ohio,2020-04-03,-38,-8,108,-28,-48,20
Ohio,2020-04-04,-43,-9,138,-26,-35,12
Ohio,2020-04-05,-46,-18,37,-39,-37,11
Ohio,2020-04-06,-37,-11,81,-28,-48,18
Ohio,2020-04-07,-41,-14,68,-28,-50,19
Ohio,2020-04-08,-36,-9,106,-26,-50,18
Ohio,2020-04-09,-39,-9,11,-33,-51,21
Ohio,2020-04-10,-41,-10,14,-36,-56,24
